2551,NURUL,KUNKA
2865,MIECZYSŁAW,ZDROJEWSKI
3501,RENATA,KRÓL
17,BARBARA,ŁUKASZ
850,ANTONI,MICHALSKI
2110,TERESA,IL
4646,KATARZYNA,KOZŁOWSKA
2267,WANDA,MAZUREK
3606,TOMASZ,KOŹBIAŁ
4782,WOJCIECH,GLISZCZYŃSKI
4058,MIROSŁAWA,WOSZCZYNA
3001,JUDYTA,MACZYTA
2097,MICHAŁ,SKOROBECKI
2464,KRYSTYNA,TOMCZYK
3268,KATARZYNA,OLSZOWA
3538,ANNA,POLITOWSKA
2154,STEFANIA,WALAT
2118,DARIA,JANKOWSKA
2978,IHOR,OSTALCZYK
4599,ŻANETA,MILCZAREK
1947,CZESŁAWA,GADOMSKA
2244,KATARZYNA,OKLESIŃSKA
821,STEFAN,GRZESIK
6,SZYMON,PODSTAWA
2823,CEZARY,GÓRKA
50,BOGDAN,SŁOMKA
3112,JERZY,MACHOWSKI
2316,BRONISŁAWA,CHWEDURA
865,MARTYNA,MIASKOWSKA
3073,DOROTA,RONG
4636,OLIWIER,ŚCIESZKA
637,ADAM,STACHNIK
12,PAWEŁ,PASIEKA
2942,ZOFIA,JUREK
902,HELENA,TARGOSZ
2291,HANNA,KONIECZNY
3723,KAROLINA,WIERZCHOŃ
1857,KRZYSZTOF,SZUMSKI
2341,WIESŁAWA,WIECZOREK
3523,MARIANNA,ŻUREK
1523,WALERIA,KOWALSKA
3338,WOJCIECH,SEWERYN
1339,JAKUB,GRYMAN
2230,MARIA,MARSZAŁEK
788,ANNA,MILBERG
1238,JAN,HODERA
2330,WERONIKA,KOŁODZIEJ
2229,KRZYSZTOF,SKUZA
3197,STANISŁAW,SZROMEK
1509,ANNA,RUSACZYK
3064,EMILIA,SADOWSKA
3862,MARTA,WOJCIECHOWSKA
1208,ALEKSANDER,SZKODZIŃSKI
4609,MARTA,KAŁAS
848,MICHAŁ,DUCHNOWSKI
1422,HALINA,CHROSTOWSKA
3708,SZYMON,MUCZYŃSKI
2922,WIESŁAW,KULIBERDA
462,JAN,KUROPATWA
2839,KRYSTYNA,HAŁAS
4592,WOJCIECH,FILIPKOWSKI
1505,JOANNA,BARSUL
3706,RENATA,POLAK
3517,ADRIAN,STATKIEWICZ
4721,JANUSZ,LATANOWICZ
4792,BOGUSŁAW,PAKULSKI
1974,DANIEL,NIEWĘGŁOWSKI
807,HELENA,WITKOWSKA
3383,ARKADIUSZ,DUDA
2950,BARTOSZ,WASIEWICZ
751,JANINA,GZYRA
2300,BOŻENA,SZWAJA
1181,JAN,FIGUROWICZ
3915,STANISŁAW,KUŚMIEREK
240,MONIKA,CHROBOT
4747,MAGDALENA,DEUTSCH
1809,KAMIL,KRAUZE
654,BOŻENA,GRZANKA
2973,STANISŁAW,TARASIUK
1678,HANNA,MIKULSKA
3444,MARZENNA,PAJĄK
3592,MAREK,BUCZKOWSKI
3125,BEATA,PIĄTKOWSKA
2873,FABIAN,BRÓZDA
3337,PATRYK,JAWORSKI
4287,JAROSŁAW,OLENDZKI
286,TEODOZJA,OŁOWNIA
2903,DOMINIK,FONTAŃSKI
1631,ADAM,RESZKA
2226,GRZEGORZ,DJEBBAR
4212,JAGODA,WIJAS
1169,FRANCISZEK,WIŚNIEWSKI
3493,ZBIGNIEW,WÓJCIK
1572,RYSZARD,SZYMAŃSKI
3396,PAWEŁ,SZEWCZUK
80,NATASZA,KASPRZAK
3461,FRANCISZEK,MAŁECKI
3214,AGNIESZKA,PODŻEREK
4555,JERZY,KAROS
2285,EMILIA,KRASULAK
2764,KRZYSZTOF,WÓJCIK
1491,ALEKSANDER,KASZUBA
4458,JÓZEF,MODRANKA
1963,PATRYK,ROMANOWSKI
2214,JAN,PIWOWARSKI
2841,HALINA,BUDZIŃSKA
1890,ZOFIA,PONIEWIERSKA
2506,AGNIESZKA,CZYŻEWSKA
4087,STEFAN,SKULSKI
3273,EUGENIUSZ,SOLECKI
2441,STANISŁAW,OPYD
2332,KRYSTYNA,NOWICKA
66,CEZARY,ROKITA
3883,KAROL,SKOWRONEK
49,ALEKSANDRA,PIĄTKA
1178,HELENA,KANIA
2849,ADAM,KRÓL
170,MARIANNA,WOŹNIAK
4670,ANNA,WIŚNIEWSKA
3206,SYLWIA,HEJNOWSKA
3717,SŁAWOMIR,SŁOCKI
4408,OLIWIA,SZEWCZAK
3496,JAKUB,BUKOLT
4271,MARTA,NOWAK
3946,HENRYK,KHAR
2085,TOMASZ,BOROWSKI
4645,MAKSYMILIAN,GRYGAS
271,TOMASZ,MARKIEWICZ
2058,MICHAŁ,DOBORZYŃSKI
287,STANISŁAW,RANOSZ
2920,MARIAN,WRÓŻ
3343,JERZY,WITECKI
4626,MARIA,ŁUKASIAK
2774,JAN,TARNOPOLSKI
387,JUSTYNA,FORNAGIEL
3691,ERYK,WYSOCKI
2720,BENIAMIN,SAMBORSKI
1706,PIOTR,DREWS
2550,JANINA,BOTOR
1134,MIROSŁAW,KOBYLARZ
2499,ALEKSANDRA,GAWIN
1291,DARIUSZ,SZCZEŚNIAK
844,CZESŁAW,GAGOŚ
1870,MIKOŁAJ,DOUSA
4947,KRZYSZTOF,WYSOCKI
4189,KLAUDIA,PŁACZEK
156,LENA,OLEJNICZAK
1027,ZOFIA,JĘDREJEK
2312,LESZEK,KUKLA
2909,MICHALINA,ŚMIECHOWSKA
1386,IZABELA,SZYMKOWIAK
1182,KAROLINA,RUSEK
2511,LESZEK,MARCINIAK
4977,TOMASZ,WINCZEWSKI
3358,WOJCIECH,ZABRODSKYY
769,MICHAŁ,MAJKA
1125,KRZYSZTOF,MIKUSZEK
3837,EMILIA,ROSIEŃSKA
1969,STANISŁAWA,URBANIAK
4770,STANISŁAW,ZASTAWNY
4015,BARTŁOMIEJ,JEŻEWSKI
3363,KRZYSZTOF,DALECKI
101,MARIAN,DOMAŃSKI
4556,MICHAŁ,GROCHOCKI
1616,WŁADYSŁAWA,PIEŃKOS
4759,BARBARA,HOWORSKA
3720,LUCYNA,PIOTROWSKA
2577,MARTYNA,ZIELIŃSKA
2528,BŁAŻEJ,JONES
2703,TADEUSZ,WÓJCIK
4444,DANIEL,BARTOŃ
2544,JERZY,SIECIECHOWSKI
3120,DOROTA,LIMANOWSKA
2256,ALEKSANDRA,STĘPIEŃ
3250,STANISŁAW,JAŚKIEWICZ
3323,DANIEL,CAŁKA
3314,ZUZANNA,JAWORSKA
687,JÓZEF,DEBERNY
4020,MARYNA,MROZIK
1548,ANASTAZJA,BARTOSIEWICZ
353,TOMASZ,MANIAK
2902,ADAM,ŻWIRSKI
444,CZESŁAW,BŁAŻEJEWSKI
4958,JERZY,DZIĘGIELEWSKI
4648,HELENA,LESKIW
4644,MAREK,SZUKAŁA
2530,HELENA,LOBANOVA
758,KAMIL,STRZAŁKOWSKI
3716,CZESŁAW,DAMIAN
1876,WŁADYSŁAWA,KAMIŃSKA
4842,ROZALIA,FRASIK
4411,MARLENA,GACEK
2647,MARTA,PARADOWSKA
4264,JERZY,TOKARZ
1958,KAMIL,PHẠM
934,JOANNA,KŁOSIŃSKA
1745,PELAGIA,CZARNECKA
855,JANINA,SYRNICKA
2745,PAWEŁ,GIERSZEWSKI
3745,IRINA,NOWAKOWSKA
1719,GRAŻYNA,KOCISZEWSKA
3147,JAROSŁAW,TŁUŚCIAK
3744,ELŻBIETA,PIASKOWSKA
3980,BARBARA,SŁABACZEWSKA
2051,PAULINA,STANEK
1116,JAKUB,ŁUCZYWEK
2736,JULITA,KRÓLIKOWSKA
3038,DAMIAN,GRABOWSKI
3045,WITOLD,BOLIBRZUCH
2139,BEATA,KACPERSKA
868,AGNIESZKA,DĄBROWSKA
777,MATEUSZ,HANKUS
3796,HUBERT,BASTA
2535,MAREK,OSMOLIŃSKI
991,MACIEJ,PRYADKO
2529,KAZIMIERZ,BRUCHAJZER
354,WŁADYSŁAW,DĘBSKI
365,GRZEGORZ,KALETKA
638,JANUSZ,PLUCIŃSKI
1019,MARTA,SEWERYN
1793,BERNADETTA,ŚLIWIŃSKA
4953,PELAGIA,DZIUBA
4308,ALEKSANDRA,DĄBROWSKA
2879,ADAM,KRÓL
2207,SYLWIA,PROLEJKO
4704,MARZENA,TWARDY
2519,FRANCISZEK,NOWAK
1475,ANTONINA,FIRUTA
2752,JÓZEF,ZALEWSKI
1905,TERESA,MIKOŁAJCZYK
4981,DOROTA,WOJTAS
311,KINGA,RODA
4001,WANDA,GORKOWSKA
3242,PRZEMYSŁAW,LATOCHA
3015,TOMASZ,KLIMKOWICZ
3483,ANDRZEJ,JUZYSZYN
1441,PAWEŁ,JANKOWSKI
339,MARIA,LINSCHEID
210,FELIKS,PRZYBYŁOWSKI
978,KRYSTIAN,SKROBAK
3969,MAŁGORZATA,SŁONINA
1500,MAŁGORZATA,SPERCZYŃSKA
124,MARTA,BRODOWSKA
630,ANDRZEJ,KOBYŁKA
3961,KAMILA,BOROWA
181,DORIAN,GAŁĘZOWSKI
1414,BARTŁOMIEJ,PRYK
4122,TERESA,JANKIEWICZ
1908,KRYSTYNA,STRZYMIŃSKA
2465,JAKUB,SZKUDLAREK
172,IRENA,RĘDZIA
3875,ZENON,TOMASZCZYK
1774,JANINA,SAŁBUT
4036,MAŁGORZATA,BRYŁA
1059,WIKTORIA,GRUCA
3003,JACEK,SOBÓTKA
1140,ZOFIA,MATUSZEK
3863,STANISŁAW,PĘSKI
121,PIOTR,PYKA
2393,PIOTR,NOWOTNY
54,IRENA,PAWLAK
1394,MARIANNA,BACHUSZ
2406,JOLANTA,GRODZKA
4883,MIECZYSŁAW,ZAWISZA
3414,JACEK,WOJKOWSKI
4046,JÓZEF,SOCHACKI
3722,WOJCIECH,GUNIA
2987,ALDONA,MRÓZ
3292,KAMILA,CIAPAŁA
3798,ANNA,SZCZEŚNIAK
3370,TYMOTEUSZ,MODRZEWSKI
1457,EWA,WEWIOR
3249,ZOFIA,GRENDA
3459,MATEUSZ,BEWICZ
4638,BEATA,BODAK
3998,MARTYNA,KOŁODZIEJ
3962,EDWARD,BUŁANOWSKI
4875,ADAM,OSTROWSKI
793,ALOJZY,SIECZYCH
4238,JAN,CHUDZIŃSKI
4597,ALEX,TROJAN
4226,NATALIA,NARUSZEWICZ
2984,KATARZYNA,KARPOWICZ
896,BOŻENA,PACYNA
4153,DAWID,GLUECK
1014,ANNA,BRODZIAK
973,FLORENTYNA,WRÓBEL
4778,NATALIA,OCHMAŃSKA
4997,SZYMON,SZNUROWSKI
160,IZABELA,FRANKOWSKA
3308,EDWARD,ŁAPCIAK
3679,MARIA,ZUBEL
3781,DANIEL,TRACZ
899,IGNACY,STAWARZ
2956,JAGODA,JURASZEK
4229,KRZYSZTOF,ROZEMBERG
1081,AGATA,REJMONCIAK
2697,KACPER,BANDOSZ
4886,LUDWIK,DŻYG
1842,JÓZEF,KASZYC
1305,ANDRZEJ,RYKACZEWSKI
4985,MONIKA,KANIA
1067,MACIEJ,ŁAKOMY
4543,ADAM,WYSMYK
547,NATALIA,CZARZASTY
1777,MAGDALENA,PAJĄK
3871,TOMASZ,SOMPOLSKI
719,MARIA,KOPACZ
4224,MALWINA,LUSA
3098,JERZY,KARWOSIŃSKI
3721,WIKTORIA,SKOLIMOWSKA
4683,JOLANTA,HOBER
368,LEONARDA,PESTA
4946,ZOFIA,KNAP
2126,EDYTA,MATEJA
4925,OLIWIA,DOLNA
1177,IWONA,SZKUDLAREK
2113,ANTONI,GUK
2238,ERYK,RAJCA
2886,KATARZYNA,BRZEZICHA
524,STANISŁAWA,WIŚNIEWSKA
2021,MIKOŁAJ,CZYSZCZOŃ
1390,ZYGMUNT,ŚWIĄTKOWSKI
2292,MARIANNA,JUNCZYK
3944,MAGDALENA,OLEKSIUK
2047,JAN,SZKARADKIEWICZ
4771,JOANNA,WEREMIUK
1789,MARCIN,JAWORSKI
4330,MAREK,BORKOWSKI
217,PIOTR,FIRSIOF
3695,WŁODZIMIERZ,OPYD
665,DARIUSZ,NIESTOLIK
2414,MARIANNA,PLUTA
4538,ZOFIA,BIERNACKA
4007,HENRYK,NIEDZIELSKI
2940,JUSTYNA,GABAŁA
2388,JAN,CHOROMAŃSKI
3013,MARIA,KOSZCZYC
1981,JADWIGA,KLAUS
2761,STANISŁAWA,SEŃCZUK
2327,PAWEŁ,FIRA
40,GRACJAN,BŁAŻKÓW
3880,JADWIGA,ZIELIŃSKA
3371,MAJA,RUSZTECKA
4861,ADRIAN,MAŁOCHA
2372,MILENA,STOLARZ
3275,EWA,GRABOWSKA
4301,STANISŁAW,MEJKA
253,DAWID,UCIEKAŁEK
1986,JAN,GRYGORUK
3031,EMIL,REMBIELIŃSKI
1003,STEFAN,SIKORSKI
1767,ZOFIA,MICHALSKA
3204,HUBERT,GONTAR
242,EWA,BALÁZS
2640,IZABELA,DMYTRYK
1100,STANISŁAWA,LIPNICKA
3179,JAGODA,NADKAŃSKA
4891,STANISŁAW,TYMPALSKI
4110,JOANNA,KUŹNIEWSKA
2725,PATRYK,KOPROWSKI
1795,JADWIGA,KOCH
4979,ELŻBIETA,LAMKA
3731,JADWIGA,CHABIERSKA
2580,SVITLANA,WIŚNIEWSKA
3799,ANNA,KAPELA
4425,GABRIELA,DMOCHEWICZ
1580,WŁADYSŁAW,POŁAWSKI
613,BOGDAN,WURM
2858,LILIANNA,FORYSIAK
3995,MICHAŁ,CICHOS
1515,KRYSTYNA,ŁUNIEWSKA
3300,MARIAN,KUSTOSZ
3474,TOMASZ,PRUCHNICKI
3576,FRANCISZEK,WINTOCH
274,ALEKSANDRA,BALANDINA
1367,TEODORA,LANGE
1790,MILENA,TRACIAK
1246,HUBERT,GOLUCH
4049,ROMAN,POŁAWSKI
220,GABRIELA,KOŁODZIEJSKA
1840,KRZYSZTOF,WŁODARSKI
410,URSZULA,DZIEDZIC
1649,BOŻENA,GUCZ
916,MARIANNA,FLORKIEWICZ
4392,HENRYK,PORZUCZEK
2078,EUGENIUSZ,FLORCZAK
3671,MARIAN,LISOŃ
1996,JADWIGA,ZIOŁA
4221,MAKSYM,BŁOCH
4055,FABIAN,BRODZIAK
1222,WIESŁAWA,NOWIŃSKA
1549,KAZIMIERZ,BYSZEWSKI
3764,MARLENA,WRÓŻ
37,WOJCIECH,KOC
1036,HALINA,GĘBUŚ
348,MAREK,KOŁACZ
3006,JÓZEF,LACHOWSKI
4781,MARIUSZ,BŁASZCZYKOWSKI
1133,ILONA,HAS
4070,BARBARA,WIŚNIEWSKA
1846,DAMIAN,GRZANKA
4197,ROBERT,GAWEŁ
954,ZBIGNIEW,WASILEWSKI
2196,JANINA,KALISZEWSKA
2536,MIROSŁAW,DENYSIUK
2386,WŁADYSŁAW,MAJER
2576,ADAM,MAKOWSKI
3647,EWARYST,RYBAK
1971,NIKODEM,CHMIELOWIEC
2378,MARIA,BARANIAK
4601,JANINA,WŁODARCZYK
4210,MARIA,WIERTELAK
4056,WIESŁAW,CZARKOWSKI
4823,EDWARD,GŁĄB
2520,BARBARA,MAZUR
1205,MARIANNA,JUSIŃSKA
467,STANISŁAW,GRYGO
2564,KINGA,TOMZIK
390,MAŁGORZATA,ŻOŁĄDKIEWICZ
2719,KATARZYNA,DUDEK
3450,ARTUR,KOŁODZIEJSKI
4275,JAROSŁAW,LISIECKI
3632,TOMASZ,KWAŚNY
673,DOROTA,TATKA
2359,ALINA,KRUSZCZYŃSKA
1373,STEFAN,DZIEDZIC
4765,JAN,IDZIOR
3513,MAGDALENA,JOŃSKA
4005,MARIUSZ,KĄDZIELA
2829,WERONIKA,IDCZAK
2457,FRANCISZEK,ŻABOWSKI
530,ANNA,SIKORSKA
3849,WOJCIECH,ZAWADA
1396,SŁAWOMIR,RYDLICHOWSKI
4800,ŁUKASZ,CIEŚLICKI
4613,MICHALINA,MATYSIAK
1661,JERZY,KAMIŃSKI
1709,JÓZEF,SOCHORSKI
3697,ANTHONY,KUJAWA
778,JĘDRZEJ,RODZIEWICZ
2210,MONIKA,CZUBA
4637,ROMAN,CEGIELSKI
1626,WIKTOR,ROGÓLSKI
927,IZABELA,SROKA
3584,EWA,RUDCZYK
1312,SZCZEPAN,URBAŃSKI
3005,TOMASZ,LEWANDOWSKI
431,MICHAŁ,RZEŹNIKOWSKI
533,ARTUR,SKALIK
1817,PAWEŁ,JARSKI
3515,MAŁGORZATA,OTREMBA
901,DAWID,STEBEL
2994,JACEK,SZYDŁOWSKI
2900,JANUSZ,STOPA
4849,EWA,BIRGIEL
1413,OLIWIA,BURSA
2632,STANISŁAW,BURZYŃSKI
2869,JANINA,KUREK
1380,ZDZISŁAWA,MASŁOWSKA
4124,ANNA,MAŚLANKA
2762,MARIANNA,KOCZUR
3161,KINGA,PIĄTEK
2821,MARIUSZ,ŚLIWOWSKI
4753,MARTA,RUSINOWSKA
4923,TERESA,ROZPONDEK
3659,BOŻENA,SZYMCZAK
3934,TOMASZ,YAO
1315,AGNIESZKA,BUŁKOWSKA
4207,JOANNA,SITEK
1618,ALEKSANDRA,BOSEK
4531,BARBARA,GARSTKA
4968,PIOTR,KUZIA
2273,DANUTA,PRÓSZYŃSKA
1530,WINCENTY,WOLFERD
3658,ZOFIA,DOMBROWSKA
535,STANISŁAW,KARAŚ
1653,OLIWIER,KOWALSKI
2095,JANINA,ŻUKIEL
1425,URSZULA,MÓŁKA
3652,GRZEGORZ,MARKISZ
2123,EWELINA,BAKA
2015,JAN,PRZYBYSZ
3958,MARCIN,KARKOWSKI
4829,STANISŁAW,CICHOŃ
1553,MARIANNA,BARSZCZYK
2897,WOJCIECH,WISZNIEWSKI
403,ANETA,MARGOL
2301,KRYSTIAN,CHĘDOGI
2766,ANTONI,GŁOWACKI
1919,BOGUSŁAWA,KAWALEC
177,ZOFIA,ZAJĄCZKOWSKA
2882,JÓZEF,GÓRSKI
597,BARBARA,ADAMCZYK
1540,KRYSTYNA,SOBÓR
3562,IGA,SKOWRON
3365,MARIANNA,FICEK
4476,ANNA,RUDNICKA
588,JERZY,OSTROWSKI
3489,KAROLINA,OBUCHOWICZ
4103,MAREK,KRZYNÓWEK
2682,PIOTR,BAŁA
1299,MARIUSZ,KOWALCZYK
4731,ZBIGNIEW,SMAJDOR
1030,PAWEŁ,LATOCHA
2857,MARIANNA,GOŁĘBIEWSKA
4857,PAWEŁ,WIŚNIEWSKI
2906,HELENA,SMOLIŃSKA
2575,GENOWEFA,DUDA
2771,ANNA,JĘDRUSIK
32,STANISŁAW,JAROSZ
4417,LEOKADIA,CIECIAK
280,WIKTOR,PIETRZYCKI
3621,HENNESSY,JANKOWSKI
3136,CZESŁAW,SZYDŁOWSKI
4773,KRYSTYNA,KRAWCEWICZ
4328,EMILIA,KOSTECZKO
1465,SŁAWOMIR,MONIKOWSKI
694,STANISŁAW,WIŚNIEWSKI
1487,HENRYK,FILIPOWIAK
204,WIESŁAWA,GÓRSKA
4313,HENRYK,KOŁODZIEJCZYK
3840,ANIELA,ZAMARIA
2793,TEODORA,MARCINKOWSKA
1968,SZYMON,URBANIAK
4173,ZUZANNA,KUPKA
3258,TERESA,DERA
2646,MAGDALENA,KILUK
2939,MARIA,SZCZYPIŃSKA
1143,ADRIAN,DEC
486,ZOFIA,GINKA
2433,OLHA,STACHOWICZ
3062,ADAM,CHĘĆ
4136,MARIAN,LEBIEDZKI
3797,SEBASTIAN,WŁODYKA
3968,ANDRZEJ,SADOWSKI
658,MICHAŁ,CYBULSKI
4243,JOLANTA,AWTUCH
4640,ANTONINA,MIOTKE
4365,SŁAWOMIR,PŁOTKOWSKI
1455,KAROL,IWANOCZKO
3115,JERZY,SOKOŁOWSKI
3635,DANIEL,KALETA
892,DARIUSZ,PACAN
594,DANUTA,MUCHARSKA
1251,JOANNA,BULCZAK
4453,GABRIELA,ANTONIUK
1891,AGNIESZKA,KĘPKA
3332,ELŻBIETA,PIONTEK
2045,JOANNA,DANELCZYK
1688,TOMASZ,MYCIO
3516,JÓZEF,KORONA
787,ZOFIA,MASINA
3826,MAŁGORZATA,JACH
1412,TOMASZ,WŁODARKIEWICZ
4473,KRZYSZTOF,HABBAL
2487,JOHN,BABIARZ
330,TERESA,JANOWICZ
4162,ALAN,DANIEL
1851,TOMASZ,GUZIKOWSKI
3059,DARIUSZ,JANKOWSKI
2321,JAN,GUZENDA
2070,ZUZANNA,ŻUK
4838,ZOFIA,OPIELSKA
4578,DOMINIKA,JAROSZ
4008,MARTA,OLEKSY
2483,FRANCISZEK,ROGOZIŃSKI
4494,GRZEGORZ,SZEWCZYK
4961,EWA,KRZENCIESA
3407,MARIANNA,MATUS
1830,WŁADYSŁAW,SZLOSEK
3188,ZBIGNIEW,KOCAJ
3994,STANISŁAW,GULEWICZ
2343,ZOFIA,WIŚNIEWSKA
3534,DARIUSZ,WÓJCIK
2672,STANISŁAW,SZCZEPANIAK
3490,ANTONINA,DRZEWIECKA
1044,DANUTA,WĘGLIŃSKA
3755,JADWIGA,JARECKA
1966,JOLANTA,ZIÓŁKOWSKA
1347,MAŁGORZATA,BIAŁECKA
1148,JANINA,BIELARCZYK
1644,KRYSTYNA,WOJTALA
4639,MONIKA,SEMMERLING
3873,PIOTR,KUSIŃSKI
2136,CZESŁAWA,WIJA
3146,HANNA,KURCZEK
3600,FELICJA,PERZ
2532,EDWARD,WYSOCKI
55,KAMIL,SATAŁA
1197,ALEKSANDRA,DĄBAŁA
1812,NINA,DRZEWICKA
1576,WŁADYSŁAW,KLEPCZUK
1662,GABRIEL,MUSIENKO
1303,DAMIAN,ŚLIWA
3529,MAGDALENA,SZCZERBIAK
4355,JANINA,MAJER
3818,GRAŻYNA,LULKO
571,BARBARA,WILCZKIEWICZ
3301,SZYMON,MATSEIKO
3795,SERHII,POKŁADECKI
3484,ZOFIA,KOWALCZYK
1780,WIESŁAWA,DOBRUSZEK
337,MATEUSZ,SOBIECKI
